id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data_inversa;;horario;;dia_semana;
3608;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';06/10/2018;***;03:00:00;',';sábado;"');"
3609;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';06/10/2018;***;03:20:00;',';sábado;"');"
3610;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';06/10/2018;***;05:00:00;',';sábado;"');"
3611;,';Falta de Atenção à Condução;',';Capotamento;',';Com Vítimas Feridas;',';06/10/2018;***;08:40:00;',';sábado;"');"
3612;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';06/10/2018;***;08:00:00;',';sábado;"');"
3613;,';Objeto estático sobre o leito carroçável;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';06/10/2018;***;11:45:00;',';sábado;"');"
3614;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';06/10/2018;***;14:40:00;',';sábado;"');"
3615;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';06/10/2018;***;18:30:00;',';sábado;"');"
3616;,';Ingestão de Substâncias Psicoativas;',';Saída de leito carroçável;',';Sem Vítimas;',';06/10/2018;***;19:00:00;',';sábado;"');"
3617;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';06/10/2018;***;14:50:00;',';sábado;"');"
3618;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';06/10/2018;***;22:30:00;',';sábado;"');"
3619;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';06/10/2018;***;18:30:00;',';sábado;"');"
3620;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';07/10/2018;***;01:10:00;',';domingo;"');"
3621;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';07/10/2018;***;04:55:00;',';domingo;"');"
3622;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';07/10/2018;***;05:15:00;',';domingo;"');"
3623;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';07/10/2018;***;06:30:00;',';domingo;"');"
3624;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';07/10/2018;***;07:45:00;',';domingo;"');"
3625;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';07/10/2018;***;10:45:00;',';domingo;"');"
3626;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';07/10/2018;***;11:00:00;',';domingo;"');"
3627;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Fatais;',';07/10/2018;***;12:00:00;',';domingo;"');"
3628;,';Defeito na Via;',';Tombamento;',';Com Vítimas Feridas;',';07/10/2018;***;11:00:00;',';domingo;"');"
3629;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',';07/10/2018;***;12:10:00;',';domingo;"');"
3630;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Fatais;',';07/10/2018;***;15:20:00;',';domingo;"');"
3631;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';07/10/2018;***;16:40:00;',';domingo;"');"
3632;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';07/10/2018;***;16:30:00;',';domingo;"');"
3633;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';07/10/2018;***;17:15:00;',';domingo;"');"
3634;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';08/10/2018;***;06:00:00;',';segunda-feira;"');"
3635;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';08/10/2018;***;08:00:00;',';segunda-feira;"');"
3636;,';Ingestão de Álcool;',';Engavetamento;',';Sem Vítimas;',';09/09/2018;***;16:05:00;',';domingo;"');"
3637;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';08/10/2018;***;16:30:00;',';segunda-feira;"');"
3638;,';Velocidade Incompatível;',';Engavetamento;',';Com Vítimas Feridas;',';08/10/2018;***;18:15:00;',';segunda-feira;"');"
3639;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';09/10/2018;***;12:00:00;',';terça-feira;"');"
3640;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';09/05/2018;***;15:15:00;',';quarta-feira;"');"
3641;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';09/10/2018;***;17:00:00;',';terça-feira;"');"
3642;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';09/10/2018;***;19:55:00;',';terça-feira;"');"
3643;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';09/10/2018;***;20:50:00;',';terça-feira;"');"
3644;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';10/10/2018;***;06:30:00;',';quarta-feira;"');"
3645;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';12/09/2018;***;19:00:00;',';quarta-feira;"');"
3646;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';10/10/2018;***;17:50:00;',';quarta-feira;"');"
3647;,';Defeito na Via;',';Colisão frontal;',';Com Vítimas Fatais;',';10/10/2018;***;19:55:00;',';quarta-feira;"');"
3648;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';10/10/2018;***;20:30:00;',';quarta-feira;"');"
3649;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';10/10/2018;***;21:30:00;',';quarta-feira;"');"
3650;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';11/10/2018;***;05:40:00;',';quinta-feira;"');"
3651;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';11/10/2018;***;08:40:00;',';quinta-feira;"');"
3652;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';11/10/2018;***;10:55:00;',';quinta-feira;"');"
3653;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';11/10/2018;***;14:10:00;',';quinta-feira;"');"
3654;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';11/10/2018;***;12:15:00;',';quinta-feira;"');"
3655;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';11/10/2018;***;15:10:00;',';quinta-feira;"');"
3656;,';Ingestão de Álcool;',';Queda de ocupante de veículo;',';Sem Vítimas;',';11/10/2018;***;16:00:00;',';quinta-feira;"');"
3657;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';08/09/2018;***;14:10:00;',';sábado;"');"
3658;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';11/10/2018;***;07:10:00;',';quinta-feira;"');"
3659;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';12/10/2018;***;03:10:00;',';sexta-feira;"');"
3660;,';Desobediência às normas de trânsito pelo condutor;',';Colisão com objeto estático;',';Sem Vítimas;',';12/10/2018;***;04:35:00;',';sexta-feira;"');"
3661;,';Velocidade Incompatível;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';12/10/2018;***;06:30:00;',';sexta-feira;"');"
3662;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';12/10/2018;***;06:30:00;',';sexta-feira;"');"
3663;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';12/10/2018;***;07:20:00;',';sexta-feira;"');"
3664;,';Pista Escorregadia;',';Capotamento;',';Com Vítimas Feridas;',';12/10/2018;***;08:15:00;',';sexta-feira;"');"
3665;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';12/10/2018;***;10:00:00;',';sexta-feira;"');"
3666;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';12/10/2018;***;10:35:00;',';sexta-feira;"');"
3667;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';12/10/2018;***;10:50:00;',';sexta-feira;"');"
3668;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';12/10/2018;***;17:00:00;',';sexta-feira;"');"
3669;,';Ingestão de Álcool;',';Colisão traseira;',';Com Vítimas Feridas;',';12/10/2018;***;19:00:00;',';sexta-feira;"');"
3670;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';12/10/2018;***;20:00:00;',';sexta-feira;"');"
3671;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';12/10/2018;***;20:40:00;',';sexta-feira;"');"
3672;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';12/10/2018;***;20:00:00;',';sexta-feira;"');"
3673;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';13/10/2018;***;08:40:00;',';sábado;"');"
3674;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Fatais;',';13/10/2018;***;15:30:00;',';sábado;"');"
3675;,';Animais na Pista;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';13/10/2018;***;17:10:00;',';sábado;"');"
3676;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';24/06/2018;***;01:15:00;',';domingo;"');"
3677;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';13/10/2018;***;16:45:00;',';sábado;"');"
3678;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';13/10/2018;***;21:40:00;',';sábado;"');"
3679;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';13/10/2018;***;19:45:00;',';sábado;"');"
3680;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/10/2018;***;00:45:00;',';domingo;"');"
3681;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Fatais;',';14/10/2018;***;05:50:00;',';domingo;"');"
3682;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';14/10/2018;***;06:20:00;',';domingo;"');"
3683;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';14/10/2018;***;09:50:00;',';domingo;"');"
3684;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/10/2018;***;18:00:00;',';domingo;"');"
3685;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';14/10/2018;***;18:15:00;',';domingo;"');"
3686;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';14/10/2018;***;19:50:00;',';domingo;"');"
3687;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';14/10/2018;***;20:40:00;',';domingo;"');"
3688;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/10/2018;***;22:00:00;',';domingo;"');"
3689;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';14/10/2018;***;22:20:00;',';domingo;"');"
3690;,';Mal Súbito;',';Tombamento;',';Sem Vítimas;',';15/10/2018;***;08:15:00;',';segunda-feira;"');"
3691;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/10/2018;***;07:40:00;',';segunda-feira;"');"
3692;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';15/10/2018;***;14:00:00;',';segunda-feira;"');"
3693;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/10/2018;***;07:50:00;',';terça-feira;"');"
3694;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';16/10/2018;***;11:50:00;',';terça-feira;"');"
3695;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';16/10/2018;***;16:30:00;',';terça-feira;"');"
3696;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/10/2018;***;17:05:00;',';terça-feira;"');"
3697;,';Falta de Atenção à Condução;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';16/10/2018;***;16:30:00;',';terça-feira;"');"
3698;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';16/10/2018;***;22:25:00;',';terça-feira;"');"
3699;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';17/10/2018;***;05:45:00;',';quarta-feira;"');"
3700;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',';17/10/2018;***;08:30:00;',';quarta-feira;"');"
3701;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';17/10/2018;***;11:05:00;',';quarta-feira;"');"
3702;,';Ingestão de Álcool;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';17/10/2018;***;18:30:00;',';quarta-feira;"');"
3703;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Fatais;',';17/10/2018;***;20:05:00;',';quarta-feira;"');"
3704;,';Agressão Externa;',';Colisão traseira;',';Sem Vítimas;',';17/10/2018;***;20:00:00;',';quarta-feira;"');"
3705;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';18/10/2018;***;05:45:00;',';quinta-feira;"');"
3706;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',';18/10/2018;***;12:05:00;',';quinta-feira;"');"
3707;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';18/10/2018;***;11:40:00;',';quinta-feira;"');"
3708;,';Objeto estático sobre o leito carroçável;',';Colisão traseira;',';Sem Vítimas;',';18/10/2018;***;12:05:00;',';quinta-feira;"');"
3709;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';18/10/2018;***;15:25:00;',';quinta-feira;"');"
3710;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';18/10/2018;***;17:00:00;',';quinta-feira;"');"
3711;,';Objeto estático sobre o leito carroçável;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';17/10/2018;***;14:20:00;',';quarta-feira;"');"
3712;,';Pista Escorregadia;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';19/10/2018;***;00:05:00;',';sexta-feira;"');"
3713;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Feridas;',';19/10/2018;***;03:40:00;',';sexta-feira;"');"
3714;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';19/10/2018;***;08:10:00;',';sexta-feira;"');"
3715;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';22/09/2018;***;18:00:00;',';sábado;"');"
3716;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';19/10/2018;***;09:00:00;',';sexta-feira;"');"
3717;,';Defeito na Via;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';19/10/2018;***;12:15:00;',';sexta-feira;"');"
3718;,';Ultrapassagem Indevida;',';Capotamento;',';Com Vítimas Feridas;',';19/10/2018;***;14:30:00;',';sexta-feira;"');"
3719;,';Ultrapassagem Indevida;',';Colisão lateral;',';Com Vítimas Feridas;',';19/10/2018;***;16:00:00;',';sexta-feira;"');"
3720;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';19/10/2018;***;17:50:00;',';sexta-feira;"');"
3721;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';19/10/2018;***;19:25:00;',';sexta-feira;"');"
3722;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';19/10/2018;***;19:40:00;',';sexta-feira;"');"
3723;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';19/10/2018;***;21:10:00;',';sexta-feira;"');"
3724;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';19/10/2018;***;19:45:00;',';sexta-feira;"');"
3725;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';20/10/2018;***;02:20:00;',';sábado;"');"
3726;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';20/10/2018;***;03:10:00;',';sábado;"');"
3727;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';20/10/2018;***;04:40:00;',';sábado;"');"
3728;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';20/10/2018;***;11:00:00;',';sábado;"');"
3729;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';20/10/2018;***;15:40:00;',';sábado;"');"
3730;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';20/10/2018;***;16:50:00;',';sábado;"');"
3731;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Fatais;',';20/10/2018;***;17:30:00;',';sábado;"');"
3732;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';20/10/2018;***;17:50:00;',';sábado;"');"
3733;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';20/10/2018;***;17:10:00;',';sábado;"');"
3734;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';20/10/2018;***;18:40:00;',';sábado;"');"
3735;,';Desobediência às normas de trânsito pelo condutor;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';20/10/2018;***;18:30:00;',';sábado;"');"
