id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;horario;;dia_semana;
16352;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';17/09/2018;***;06:55:00;',';segunda-feira;"');"
16353;,';Pista Escorregadia;',';Capotamento;',';Com Vítimas Feridas;',';17/09/2018;***;06:00:00;',';segunda-feira;"');"
16354;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';17/09/2018;***;07:25:00;',';segunda-feira;"');"
16355;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';17/09/2018;***;07:35:00;',';segunda-feira;"');"
16356;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';17/09/2018;***;07:40:00;',';segunda-feira;"');"
16357;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';02/05/2018;***;07:45:00;',';quarta-feira;"');"
16358;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Sem Vítimas;',';17/09/2018;***;07:55:00;',';segunda-feira;"');"
16359;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';17/09/2018;***;08:50:00;',';segunda-feira;"');"
16360;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';17/09/2018;***;10:35:00;',';segunda-feira;"');"
16361;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';17/09/2018;***;09:25:00;',';segunda-feira;"');"
16362;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';17/09/2018;***;12:30:00;',';segunda-feira;"');"
16363;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';17/09/2018;***;12:30:00;',';segunda-feira;"');"
16364;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';17/09/2018;***;10:35:00;',';segunda-feira;"');"
16365;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Fatais;',';26/08/2018;***;20:15:00;',';domingo;"');"
16366;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';17/09/2018;***;14:25:00;',';segunda-feira;"');"
16367;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';17/09/2018;***;15:30:00;',';segunda-feira;"');"
16368;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Feridas;',';28/07/2018;***;04:00:00;',';sábado;"');"
16369;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Sem Vítimas;',';17/09/2018;***;16:00:00;',';segunda-feira;"');"
16370;,';Não guardar distância de segurança;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';17/09/2018;***;15:50:00;',';segunda-feira;"');"
16371;,';Pista Escorregadia;',';Tombamento;',';Com Vítimas Feridas;',';17/09/2018;***;16:30:00;',';segunda-feira;"');"
16372;,';Avarias e/ou desgaste excessivo no pneu;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';17/09/2018;***;16:55:00;',';segunda-feira;"');"
16373;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';17/09/2018;***;18:00:00;',';segunda-feira;"');"
16374;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';17/09/2018;***;17:45:00;',';segunda-feira;"');"
16375;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';17/09/2018;***;18:30:00;',';segunda-feira;"');"
16376;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Sem Vítimas;',';17/09/2018;***;19:00:00;',';segunda-feira;"');"
16377;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Feridas;',';17/09/2018;***;13:15:00;',';segunda-feira;"');"
16378;,';Falta de Atenção à Condução;',';Engavetamento;',';Sem Vítimas;',';17/09/2018;***;19:00:00;',';segunda-feira;"');"
16379;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';17/09/2018;***;20:50:00;',';segunda-feira;"');"
16380;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';17/09/2018;***;21:05:00;',';segunda-feira;"');"
16381;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';17/09/2018;***;20:50:00;',';segunda-feira;"');"
16382;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';22/08/2018;***;09:15:00;',';quarta-feira;"');"
16383;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';17/09/2018;***;23:10:00;',';segunda-feira;"');"
16384;,';Ingestão de Álcool;',';Capotamento;',';Com Vítimas Feridas;',';17/09/2018;***;23:30:00;',';segunda-feira;"');"
16385;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';18/09/2018;***;07:50:00;',';terça-feira;"');"
16386;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';18/09/2018;***;08:00:00;',';terça-feira;"');"
16387;,';Defeito Mecânico no Veículo;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';18/09/2018;***;08:00:00;',';terça-feira;"');"
16388;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';18/09/2018;***;08:05:00;',';terça-feira;"');"
16389;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Sem Vítimas;',';14/09/2018;***;20:50:00;',';sexta-feira;"');"
16390;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';05/08/2018;***;18:50:00;',';domingo;"');"
16391;,';Falta de Atenção à Condução;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';11/09/2018;***;03:15:00;',';terça-feira;"');"
16392;,';Pista Escorregadia;',';Colisão com objeto estático;',';Sem Vítimas;',';18/09/2018;***;08:45:00;',';terça-feira;"');"
16393;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';18/09/2018;***;11:15:00;',';terça-feira;"');"
16394;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';18/09/2018;***;12:15:00;',';terça-feira;"');"
16395;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;12:40:00;',';terça-feira;"');"
16396;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';18/09/2018;***;12:20:00;',';terça-feira;"');"
16397;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;13:55:00;',';terça-feira;"');"
16398;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';18/09/2018;***;11:20:00;',';terça-feira;"');"
16399;,';Falta de Atenção à Condução;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';18/09/2018;***;15:50:00;',';terça-feira;"');"
16400;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';18/09/2018;***;16:00:00;',';terça-feira;"');"
16401;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;16:00:00;',';terça-feira;"');"
16402;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;16:25:00;',';terça-feira;"');"
16403;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';18/09/2018;***;17:20:00;',';terça-feira;"');"
16404;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;17:45:00;',';terça-feira;"');"
16405;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;18:20:00;',';terça-feira;"');"
16406;,';Falta de Atenção à Condução;',';Engavetamento;',';Com Vítimas Feridas;',';18/09/2018;***;17:45:00;',';terça-feira;"');"
16407;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;13:30:00;',';terça-feira;"');"
16408;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;18:15:00;',';terça-feira;"');"
16409;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;18:15:00;',';terça-feira;"');"
16410;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';18/09/2018;***;18:45:00;',';terça-feira;"');"
16411;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';18/09/2018;***;19:34:00;',';terça-feira;"');"
16412;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';18/09/2018;***;18:30:00;',';terça-feira;"');"
16413;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';18/09/2018;***;19:05:00;',';terça-feira;"');"
16414;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';18/09/2018;***;20:15:00;',';terça-feira;"');"
16415;,';Ingestão de Álcool;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';18/09/2018;***;22:50:00;',';terça-feira;"');"
16416;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';18/09/2018;***;19:40:00;',';terça-feira;"');"
16417;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',';18/09/2018;***;22:40:00;',';terça-feira;"');"
16418;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';18/09/2018;***;23:40:00;',';terça-feira;"');"
16419;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';19/09/2018;***;03:20:00;',';quarta-feira;"');"
16420;,';Falta de Atenção à Condução;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';19/09/2018;***;04:30:00;',';quarta-feira;"');"
16421;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';19/09/2018;***;02:30:00;',';quarta-feira;"');"
16422;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;07:15:00;',';quarta-feira;"');"
16423;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;07:00:00;',';quarta-feira;"');"
16424;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';19/09/2018;***;07:25:00;',';quarta-feira;"');"
16425;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';19/09/2018;***;07:10:00;',';quarta-feira;"');"
16426;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;07:35:00;',';quarta-feira;"');"
16427;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';19/09/2018;***;08:00:00;',';quarta-feira;"');"
16428;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';19/09/2018;***;07:50:00;',';quarta-feira;"');"
16429;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';19/09/2018;***;08:15:00;',';quarta-feira;"');"
16430;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;08:30:00;',';quarta-feira;"');"
16431;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;09:15:00;',';quarta-feira;"');"
16432;,';Mal Súbito;',';Tombamento;',';Com Vítimas Feridas;',';19/09/2018;***;07:50:00;',';quarta-feira;"');"
16433;,';Ultrapassagem Indevida;',';Colisão traseira;',';Com Vítimas Feridas;',';19/09/2018;***;07:30:00;',';quarta-feira;"');"
16434;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';19/09/2018;***;11:10:00;',';quarta-feira;"');"
16435;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';19/09/2018;***;11:30:00;',';quarta-feira;"');"
16436;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';19/09/2018;***;12:20:00;',';quarta-feira;"');"
16437;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';19/09/2018;***;12:25:00;',';quarta-feira;"');"
16438;,';Velocidade Incompatível;',';Capotamento;',';Com Vítimas Feridas;',';19/09/2018;***;12:30:00;',';quarta-feira;"');"
16439;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';19/09/2018;***;09:30:00;',';quarta-feira;"');"
16440;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;13:50:00;',';quarta-feira;"');"
16441;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';19/09/2018;***;15:10:00;',';quarta-feira;"');"
16442;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';19/09/2018;***;16:05:00;',';quarta-feira;"');"
16443;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';19/09/2018;***;16:55:00;',';quarta-feira;"');"
16444;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';19/09/2018;***;16:35:00;',';quarta-feira;"');"
16445;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;15:00:00;',';sexta-feira;"');"
16446;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;17:00:00;',';quarta-feira;"');"
16447;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;18:25:00;',';quarta-feira;"');"
16448;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;18:15:00;',';quarta-feira;"');"
16449;,';Ingestão de Substâncias Psicoativas;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';19/09/2018;***;19:05:00;',';quarta-feira;"');"
16450;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';19/09/2018;***;19:00:00;',';quarta-feira;"');"
16451;,';Avarias e/ou desgaste excessivo no pneu;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';19/09/2018;***;19:20:00;',';quarta-feira;"');"
16452;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';19/09/2018;***;18:30:00;',';quarta-feira;"');"
16453;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;19:50:00;',';quarta-feira;"');"
16454;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';19/09/2018;***;18:55:00;',';quarta-feira;"');"
16455;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;12:45:00;',';quarta-feira;"');"
16456;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';19/09/2018;***;21:15:00;',';quarta-feira;"');"
16457;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Sem Vítimas;',';19/09/2018;***;21:30:00;',';quarta-feira;"');"
16458;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';19/09/2018;***;20:46:00;',';quarta-feira;"');"
16459;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';19/09/2018;***;22:10:00;',';quarta-feira;"');"
16460;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';19/09/2018;***;23:10:00;',';quarta-feira;"');"
16461;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Com Vítimas Fatais;',';20/09/2018;***;00:15:00;',';quinta-feira;"');"
16462;,';Desobediência às normas de trânsito pelo condutor;',';Colisão com objeto estático;',';Com Vítimas Fatais;',';20/09/2018;***;00:25:00;',';quinta-feira;"');"
16463;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';20/09/2018;***;05:00:00;',';quinta-feira;"');"
16464;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';20/09/2018;***;06:00:00;',';quinta-feira;"');"
16465;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';20/09/2018;***;06:10:00;',';quinta-feira;"');"
16466;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';20/09/2018;***;07:55:00;',';quinta-feira;"');"
16467;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';20/09/2018;***;07:00:00;',';quinta-feira;"');"
16468;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';20/09/2018;***;07:40:00;',';quinta-feira;"');"
16469;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';20/09/2018;***;11:00:00;',';quinta-feira;"');"
16470;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';20/09/2018;***;09:38:00;',';quinta-feira;"');"
16471;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';20/09/2018;***;12:19:00;',';quinta-feira;"');"
16472;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';20/09/2018;***;10:10:00;',';quinta-feira;"');"
16473;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';12/09/2018;***;11:25:00;',';quarta-feira;"');"
16474;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';20/09/2018;***;13:55:00;',';quinta-feira;"');"
